213, 0.258724, 7.99839, 0.447139, 2.22339, 0.762223, 0.121704, 0.106149, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.258655, 1.496, -0.250223, 10.3097, 0.814113, 1.5261, -0.104007, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
413, 0.270096, 7.98729, 0.397616, 2.22817, 0.743397, 0.129351, 0.0825288, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.270026, 1.5071, -0.2007, 10.3145, 0.795287, 1.53375, -0.0803869, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
636, 0.256269, 7.96521, 0.409878, 2.22416, 0.766219, 0.138606, 0.102417, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.256199, 1.52918, -0.212962, 10.3105, 0.81811, 1.543, -0.100275, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
836, 0.249445, 7.97984, 0.412926, 2.23851, 0.744521, 0.127079, 0.0799991, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.249375, 1.51455, -0.21601, 10.3249, 0.796411, 1.53148, -0.0778572, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
1036, 0.278735, 7.97641, 0.41666, 2.23222, 0.752015, 0.133224, 0.106049, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.278666, 1.51799, -0.219744, 10.3186, 0.803905, 1.53762, -0.103907, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
1236, 0.277674, 7.96938, 0.408729, 2.20195, 0.761489, 0.146614, 0.0946121, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.277604, 1.52502, -0.211813, 10.2883, 0.813379, 1.55101, -0.0924702, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
1435, 0.267432, 7.978, 0.42114, 2.21539, 0.763359, 0.122126, 0.0835638, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.267362, 1.51639, -0.224224, 10.3017, 0.815249, 1.52653, -0.0814219, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
1636, 0.250011, 7.9796, 0.41337, 2.19351, 0.739762, 0.129799, 0.0913251, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.249941, 1.51479, -0.216455, 10.2799, 0.791652, 1.5342, -0.0891832, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
1836, 0.255189, 7.97671, 0.424062, 2.22838, 0.737436, 0.135096, 0.0921058, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.25512, 1.51769, -0.227146, 10.3147, 0.789327, 1.5395, -0.0899639, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
2036, 0.272771, 7.95258, 0.401886, 2.23144, 0.737751, 0.136033, 0.0880138, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.272701, 1.54181, -0.20497, 10.3178, 0.789641, 1.54043, -0.0858719, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
2236, 0.233399, 7.96308, 0.394781, 2.21339, 0.762524, 0.142954, 0.0823444, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.23333, 1.53132, -0.197865, 10.2997, 0.814414, 1.54735, -0.0802025, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
2436, 0.260953, 7.95441, 0.430889, 2.1978, 0.73762, 0.122383, 0.0857011, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.260884, 1.53998, -0.233974, 10.2841, 0.78951, 1.52678, -0.0835592, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
2636, 0.272223, 7.97556, 0.410534, 2.23482, 0.729205, 0.141742, 0.089663, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.272153, 1.51883, -0.213618, 10.3212, 0.781096, 1.54614, -0.0875211, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
2836, 0.262021, 8.00481, 0.426856, 2.21722, 0.740917, 0.122312, 0.0813158, 6.97663e-05, 9.4944, 0.196916, 8.08635, 0.0518901, 1.4044, 0.0021419, -0.261952, 1.48959, -0.22994, 10.3036, 0.792807, 1.52671, -0.0791739, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
3036, 0.261309, 7.99124, 0.424336, 2.19088, 0.725722, 0.127777, 0.0945316, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.261239, 1.50315, -0.22742, 10.2772, 0.777612, 1.53218, -0.0923897, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
3236, 0.266752, 7.95862, 0.413524, 2.23154, 0.733208, 0.11155, 0.0873037, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.266682, 1.53578, -0.216609, 10.3179, 0.785099, 1.51595, -0.0851618, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
3436, 0.239946, 7.9895, 0.410611, 2.20494, 0.74926, 0.156989, 0.0883064, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.239876, 1.50489, -0.213695, 10.2913, 0.80115, 1.56139, -0.0861645, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
3636, 0.243363, 7.98305, 0.406092, 2.2126, 0.758931, 0.137162, 0.0993754, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.243293, 1.51135, -0.209177, 10.2989, 0.810821, 1.54156, -0.0972335, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
3836, 0.241637, 7.98423, 0.404225, 2.21089, 0.752352, 0.144694, 0.0976242, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.241567, 1.51016, -0.207309, 10.2972, 0.804242, 1.54909, -0.0954823, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
4036, 0.27381, 8.00078, 0.417151, 2.22689, 0.757273, 0.122054, 0.074179, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.27374, 1.49362, -0.220235, 10.3132, 0.809163, 1.52645, -0.0720371, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
4239, 0.296473, 8.00238, 0.387689, 2.20449, 0.741853, 0.12792, 0.0868405, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.296404, 1.49201, -0.190772, 10.2908, 0.793743, 1.53232, -0.0846986, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
4439, 0.266959, 7.9934, 0.42019, 2.18912, 0.733841, 0.131187, 0.0948647, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.266889, 1.50099, -0.223274, 10.2755, 0.785732, 1.53559, -0.0927228, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
4638, 0.285184, 7.97669, 0.43639, 2.18034, 0.745471, 0.136234, 0.0822307, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.285115, 1.5177, -0.239474, 10.2667, 0.797362, 1.54063, -0.0800888, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
4839, 0.258224, 7.96557, 0.423749, 2.21311, 0.749723, 0.140679, 0.0894576, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.258155, 1.52883, -0.226833, 10.2995, 0.801613, 1.54508, -0.0873157, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
5038, 0.248693, 7.97188, 0.429716, 2.19721, 0.728374, 0.137108, 0.0800162, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.248623, 1.52251, -0.2328, 10.2836, 0.780264, 1.54151, -0.0778743, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
5239, 0.256939, 7.97964, 0.394585, 2.19641, 0.734942, 0.11883, 0.0886058, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.256869, 1.51475, -0.197669, 10.2828, 0.786833, 1.52323, -0.0864639, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
5438, 0.270004, 7.99256, 0.405989, 2.18674, 0.746635, 0.131302, 0.0901972, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.269934, 1.50183, -0.209073, 10.2731, 0.798525, 1.5357, -0.0880553, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
5638, 0.243514, 7.99185, 0.415823, 2.20279, 0.756751, 0.140152, 0.0893914, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.243444, 1.50255, -0.218908, 10.2891, 0.808642, 1.54455, -0.0872495, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
5838, 0.274197, 7.98074, 0.422352, 2.17564, 0.733814, 0.135237, 0.0891304, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.274127, 1.51366, -0.225437, 10.262, 0.785705, 1.53964, -0.0869884, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
6036, 0.24964, 7.98583, 0.402076, 2.19277, 0.739128, 0.126509, 0.101514, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.24957, 1.50856, -0.205162, 10.2791, 0.79102, 1.53091, -0.0993723, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
6239, 0.276674, 8.00521, 0.434177, 2.18332, 0.732679, 0.150502, 0.082675, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.276604, 1.48918, -0.237262, 10.2697, 0.784571, 1.5549, -0.080533, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
6438, 0.252059, 7.97291, 0.419392, 2.17637, 0.741829, 0.1254, 0.0954713, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.251989, 1.52148, -0.222478, 10.2627, 0.79372, 1.5298, -0.0933293, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
6661, 0.254921, 7.99574, 0.398076, 2.16917, 0.747873, 0.130049, 0.0873032, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.254851, 1.49865, -0.201162, 10.2555, 0.799765, 1.53445, -0.0851613, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
6861, 0.250562, 7.9733, 0.430399, 2.1868, 0.743431, 0.116107, 0.0778834, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.250492, 1.52109, -0.233484, 10.2732, 0.795323, 1.52051, -0.0757414, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
7063, 0.277427, 7.99877, 0.399962, 2.20751, 0.745613, 0.134776, 0.0859091, 6.97663e-05, 9.4944, 0.196915, 8.08635, 0.0518914, 1.4044, 0.00214195, -0.277357, 1.49562, -0.203047, 10.2939, 0.797504, 1.53918, -0.0837671, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
7264, 0.273692, 7.98812, 0.41192, 2.20948, 0.733289, 0.124479, 0.0968296, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.273622, 1.50628, -0.215005, 10.2958, 0.78518, 1.52888, -0.0946876, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
