213, 0.258724, 7.99839, 0.447139, 2.22339, 0.762223, 0.121704, 0.106149, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518902, 1.4044, 0.0021419, -0.258655, 1.496, -0.250223, 10.3097, 0.814113, 1.5261, -0.104007, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.073653, 5.30681, 1.59435
7464, 0.238812, 7.98818, 0.422813, 2.18162, 0.743726, 0.11873, 0.0861953, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.238742, 1.50622, -0.225898, 10.268, 0.795618, 1.52313, -0.0840534, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
7663, 0.234033, 7.96263, 0.413749, 2.1421, 0.738712, 0.13212, 0.0874547, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.233963, 1.53176, -0.216834, 10.2284, 0.790604, 1.53652, -0.0853128, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
7864, 0.246952, 7.97751, 0.409935, 2.20414, 0.763473, 0.145169, 0.0886887, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.246882, 1.51688, -0.213021, 10.2905, 0.815364, 1.54957, -0.0865467, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
8063, 0.268115, 7.98889, 0.421051, 2.20321, 0.734938, 0.120227, 0.0937569, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.268045, 1.50551, -0.224137, 10.2896, 0.786829, 1.52463, -0.0916149, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
8264, 0.264697, 7.97925, 0.414298, 2.1749, 0.72772, 0.136691, 0.0849408, 6.97663e-05, 9.49439, 0.196915, 8.08635, 0.0518915, 1.4044, 0.00214195, -0.264628, 1.51515, -0.217383, 10.2612, 0.779611, 1.54109, -0.0827989, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
8463, 0.251097, 7.98716, 0.423629, 2.17641, 0.728461, 0.124901, 0.0635672, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518918, 1.4044, 0.00214196, -0.251027, 1.50723, -0.226714, 10.2628, 0.780352, 1.5293, -0.0614252, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
8664, 0.241007, 7.98528, 0.424172, 2.19016, 0.763784, 0.131195, 0.089145, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518918, 1.4044, 0.00214196, -0.240937, 1.50912, -0.227257, 10.2765, 0.815675, 1.53559, -0.087003, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
8863, 0.273697, 7.99915, 0.406446, 2.18623, 0.755995, 0.144097, 0.0920689, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518918, 1.4044, 0.00214196, -0.273627, 1.49525, -0.209531, 10.2726, 0.807886, 1.5485, -0.089927, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
9063, 0.287722, 7.97897, 0.424985, 2.17299, 0.740838, 0.145984, 0.0756403, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518918, 1.4044, 0.00214196, -0.287652, 1.51543, -0.22807, 10.2593, 0.79273, 1.55038, -0.0734983, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
9264, 0.284806, 7.98176, 0.399819, 2.21261, 0.745753, 0.137508, 0.0895859, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518918, 1.4044, 0.00214196, -0.284736, 1.51263, -0.202904, 10.299, 0.797645, 1.54191, -0.0874439, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
9463, 0.25835, 7.97457, 0.404111, 2.16821, 0.740812, 0.156534, 0.0965313, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518918, 1.4044, 0.00214196, -0.258281, 1.51983, -0.207195, 10.2546, 0.792704, 1.56093, -0.0943894, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
9664, 0.247558, 7.97954, 0.41409, 2.19405, 0.730609, 0.13831, 0.107311, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518918, 1.4044, 0.00214196, -0.247489, 1.51485, -0.217175, 10.2804, 0.7825, 1.54271, -0.105169, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
9863, 0.263223, 7.99951, 0.409993, 2.19511, 0.743579, 0.127932, 0.112278, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518918, 1.4044, 0.00214196, -0.263154, 1.49488, -0.213077, 10.2815, 0.79547, 1.53233, -0.110136, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
10063, 0.23987, 7.98822, 0.400623, 2.17072, 0.712086, 0.125807, 0.0814129, 6.97663e-05, 9.49439, 0.196916, 8.08635, 0.0518919, 1.4044, 0.00214197, -0.2398, 1.50617, -0.203707, 10.2571, 0.763978, 1.5302, -0.0792709, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72459, 0.0736539, 5.30681, 1.59435
10263, 0.239359, 7.97047, 0.409917, 2.16922, 0.748619, 0.121693, 0.0862672, 6.97662e-05, 9.49436, 0.19692, 8.08638, 0.0518931, 1.40437, 0.002142, -0.239289, 1.5239, -0.212997, 10.2556, 0.800512, 1.52606, -0.0841252, 0.00566824, 4.89635, 3.17058, 3.72457, 0.0736539, 5.3068, 1.59435, 0.00566824, 4.89635, 3.17058, 3.72457, 0.0736539, 5.3068, 1.59435
10463, 0.273501, 7.19271, 0.406749, 2.34577, 0.755223, 0.111851, 0.078644, 5.78118e-05, 9.49204, 0.196887, 8.08699, 0.0519123, 1.40393, 0.00214273, -0.273443, 2.29932, -0.209862, 10.4328, 0.807136, 1.51578, -0.0765013, 0.00566824, 4.89684, 3.17058, 3.72463, 0.0736539, 5.30678, 1.59435, 0.00566824, 4.89684, 3.17058, 3.72463, 0.0736539, 5.30678, 1.59435
10661, 0.173306, 0.238405, 0.582025, 2.69283, 0.60217, 0.262564, 0.0911809, -0.000296187, 9.39336, 0.194253, 8.10646, 0.0525895, 1.39371, 0.00216401, 0.17301, 9.63176, -0.387772, 10.7993, 0.65476, 1.65627, -0.0890169, 0.00566411, 4.91915, 3.17047, 3.73435, 0.0736663, 5.30858, 1.59413, 0.00566411, 4.91915, 3.17047, 3.73435, 0.0736663, 5.30858, 1.59413
10861, 0.549386, 1.39636, 0.675206, 2.94971, 0.716523, 0.300252, 0.120903, -0.000997927, 9.15098, 0.189951, 8.14556, 0.0547871, 1.3706, 0.0022336, 0.548388, 10.5473, -0.485255, 11.0953, 0.77131, 1.67085, -0.118669, 0.00565079, 4.96789, 3.16976, 3.75544, 0.0737215, 5.31276, 1.59353, 0.00565079, 4.96789, 3.16976, 3.75544, 0.0737215, 5.31276, 1.59353
11088, 0.113542, 0.189728, 0.687496, 2.94956, 0.735767, 0.435365, 0.147396, -0.00148368, 8.68927, 0.181712, 8.20295, 0.0580585, 1.33073, 0.00233916, 0.112058, 8.49954, -0.505784, 11.1525, 0.793826, 1.7661, -0.145057, 0.00560211, 5.04529, 3.16893, 3.78867, 0.0738889, 5.31906, 1.59263, 0.00560211, 5.04529, 3.16893, 3.78867, 0.0738889, 5.31906, 1.59263
11289, 0.00182516, 0.672949, 0.757958, 2.57732, 0.694969, 0.310154, 0.197407, -0.00168249, 8.12309, 0.173767, 8.24987, 0.0615882, 1.28738, 0.00245554, -0.00350764, 8.79604, -0.58419, 10.8272, 0.756557, 1.59754, -0.194952, 0.00540145, 5.12486, 3.16791, 3.82295, 0.0739583, 5.32543, 1.59171, 0.00540145, 5.12486, 3.16791, 3.82295, 0.0739583, 5.32543, 1.59171
11488, 0.413509, 0.466033, 0.686729, 2.5885, 0.856269, 0.297201, 0.122409, -0.00160465, 7.44786, 0.164486, 8.28458, 0.0649118, 1.24097, 0.00256492, 0.411905, 7.91389, -0.522243, 10.8731, 0.921181, 1.53817, -0.119844, 0.00537619, 5.20644, 3.16703, 3.85811, 0.0740639, 5.33247, 1.59067, 0.00537619, 5.20644, 3.16703, 3.85811, 0.0740639, 5.33247, 1.59067
11688, 0.087209, 0.415841, 0.772201, 2.69145, 0.709641, 0.170994, 0.127804, -0.00158545, 6.6911, 0.15511, 8.30177, 0.0681982, 1.19289, 0.0026822, 0.0856235, 7.10694, -0.61709, 10.9932, 0.777839, 1.36388, -0.125122, 0.00534175, 5.28762, 3.16607, 3.89307, 0.0741962, 5.3392, 1.58975, 0.00534175, 5.28762, 3.16607, 3.89307, 0.0741962, 5.3392, 1.58975
11886, 0.256687, 0.693096, 0.743881, 2.44745, 0.758861, 0.169201, 0.133632, -0.00151874, 5.85131, 0.145381, 8.30218, 0.0712842, 1.14305, 0.0027925, 0.255168, 5.15822, -0.5985, 10.7496, 0.830145, 1.31225, -0.13084, 0.00525864, 5.36885, 3.1651, 3.92807, 0.0743065, 5.34611, 1.58875, 0.00525864, 5.36885, 3.1651, 3.92807, 0.0743065, 5.34611, 1.58875
12088, 0.119329, 0.224221, 0.683985, 2.42226, 0.7257, 0.21306, 0.180486, -0.0014319, 4.9353, 0.135242, 8.28565, 0.0742043, 1.09117, 0.00290098, 0.117897, 4.71108, -0.548743, 10.7079, 0.799905, 1.30423, -0.177585, 0.00518563, 5.45008, 3.16421, 3.96296, 0.0744197, 5.35291, 1.58779, 0.00518563, 5.45008, 3.16421, 3.96296, 0.0744197, 5.35291, 1.58779
12288, 0.240855, 0.944506, 0.651275, 1.93428, 0.732515, 0.000617367, 0.231432, -0.00133055, 3.94853, 0.12458, 8.25132, 0.0768733, 1.03765, 0.00300429, 0.239524, 3.00402, -0.526695, 10.1856, 0.809388, 1.03826, -0.228428, 0.00502308, 5.53134, 3.16334, 3.99805, 0.0745367, 5.35971, 1.58684, 0.00502308, 5.53134, 3.16334, 3.99805, 0.0745367, 5.35971, 1.58684
12488, 0.0881692, 0.729594, 0.714297, 1.99878, 0.686534, 0.121251, 0.261238, -0.00120661, 2.89737, 0.113879, 8.20145, 0.0793856, 0.982455, 0.00310503, 0.0869626, 2.16777, -0.600418, 10.2002, 0.76592, 0.861203, -0.258133, 0.00499139, 5.61261, 3.16231, 4.03308, 0.0746566, 5.36647, 1.58584, 0.00499139, 5.61261, 3.16231, 4.03308, 0.0746566, 5.36647, 1.58584
12687, 0.218646, 0.0539451, 0.631033, 1.85955, 0.695745, 0.263747, 0.27612, -0.0011071, 1.79455, 0.102195, 8.13166, 0.0814313, 0.925924, 0.00319233, 0.217539, 1.8485, -0.528838, 9.99121, 0.777176, 0.662178, -0.272927, 0.00494318, 5.69362, 3.16145, 4.06806, 0.0747641, 5.37337, 1.58486, 0.00494318, 5.69362, 3.16145, 4.06806, 0.0747641, 5.37337, 1.58486
12888, 0.0211027, 0.406172, 0.765546, 2.33069, 0.618293, 0.0541576, 0.268648, -0.00110226, 0.63844, 0.0901919, 8.04794, 0.0832769, 0.867797, 0.00327614, 0.0200005, 0.232268, -0.675354, 10.3786, 0.70157, 0.921954, -0.265372, 0.00488624, 5.77498, 3.16043, 4.10306, 0.0748954, 5.38009, 1.58385, 0.00488624, 5.77498, 3.16043, 4.10306, 0.0748954, 5.38009, 1.58385
13088, 0.0773152, 0.654581, 0.668686, 2.1005, 0.72898, 0.0655508, 0.310264, -0.000942096, -0.548625, 0.077401, 7.95111, 0.0847336, 0.809062, 0.00334997, 0.0763731, -1.20321, -0.591285, 10.0516, 0.813714, 0.874613, -0.306914, 0.0047145, 5.85546, 3.15951, 4.13771, 0.0749972, 5.38684, 1.58294, 0.0047145, 5.85546, 3.15951, 4.13771, 0.0749972, 5.38684, 1.58294
13288, 0.0239803, 1.03944, 0.802558, 2.00139, 0.627288, 0.103335, 0.320969, -0.000503919, -1.64695, 0.0659528, 7.85974, 0.0861495, 0.756298, 0.00342462, -0.0244842, -2.68639, -0.736606, 9.86113, 0.713437, 0.652963, -0.317545, 0.00465618, 5.92769, 3.15879, 4.16882, 0.0752169, 5.39294, 1.58209, 0.00465618, 5.92769, 3.15879, 4.16882, 0.0752169, 5.39294, 1.58209
13488, 0.0533992, 0.834323, 0.80921, 2.51885, 0.637858, 0.0981594, 0.312757, -0.000211784, -2.51591, 0.0567825, 7.78572, 0.0868781, 0.715257, 0.00346694, -0.0536109, -3.35023, -0.752428, 10.3046, 0.724736, 0.617098, -0.30929, 0.00463277, 5.98362, 3.1581, 4.19293, 0.0752169, 5.39765, 1.58138, 0.00463277, 5.98362, 3.1581, 4.19293, 0.0752169, 5.39765, 1.58138
13690, 0.0442247, 1.09847, 0.808105, 2.09613, 0.67149, 0.186703, 0.314718, -6.33776e-05, -3.02561, 0.0513504, 7.74304, 0.0872877, 0.691731, 0.00349299, 0.0441613, -4.12408, -0.756755, 9.83917, 0.758777, 0.505028, -0.311225, 0.00460981, 6.01603, 3.15768, 4.20685, 0.0752388, 5.40042, 1.58099, 0.00460981, 6.01603, 3.15768, 4.20685, 0.0752388, 5.40042, 1.58099
13888, 0.0281225, 0.822576, 0.814271, 2.24981, 0.685263, 0.0841956, 0.315074, -2.27895e-05, -3.1054, 0.0507124, 7.73702, 0.0874112, 0.688382, 0.00349944, -0.0281453, -3.92798, -0.763559, 9.98683, 0.772674, 0.604186, -0.311574, 0.00460062, 6.02103, 3.1575, 4.20908, 0.0752588, 5.40096, 1.58091, 0.00460062, 6.02103, 3.1575, 4.20908, 0.0752588, 5.40096, 1.58091
14088, 0.0159126, 0.970698, 0.712335, 2.02492, 0.653508, 0.162926, 0.30654, -2.27534e-05, -3.0961, 0.050817, 7.73845, 0.08741, 0.689049, 0.00349906, 0.0158898, -4.06679, -0.661518, 9.76337, 0.740918, 0.526124, -0.303041, 0.00459787, 6.02041, 3.15751, 4.2089, 0.0752616, 5.40095, 1.58091, 0.00459787, 6.02041, 3.15751, 4.2089, 0.0752616, 5.40095, 1.58091
14287, 0.0279344, 1.12259, 0.725694, 1.9838, 0.657215, 0.177505, 0.296287, -2.27207e-05, -3.09448, 0.0508178, 7.73836, 0.0874044, 0.689, 0.00349886, 0.0279116, -4.21707, -0.674876, 9.72216, 0.74462, 0.511494, -0.292788, 0.00459603, 6.02032, 3.15752, 4.20878, 0.0752616, 5.40094, 1.58091, 0.00459603, 6.02032, 3.15752, 4.20878, 0.0752616, 5.40094, 1.58091
14490, 0.0122378, 0.960843, 0.749389, 1.96527, 0.660011, 0.159166, 0.293144, -2.27159e-05, -3.09411, 0.0508091, 7.73837, 0.0874014, 0.689007, 0.00349873, 0.0122151, -4.05495, -0.69858, 9.70364, 0.747413, 0.529841, -0.289645, 0.00459511, 6.0203, 3.15753, 4.20877, 0.0752616, 5.40094, 1.58091, 0.00459511, 6.0203, 3.15753, 4.20877, 0.0752616, 5.40094, 1.58091
